@relation kd100-weka.filters.unsupervised.attribute.NumericCleaner-min1.0-min-defaultNaN-max1.7976931348623157E308-max-default1.7976931348623157E308-closeto0.0-closeto-default0.0-closeto-tolerance1.0E-6-Rfirst-last-decimals-1

@attribute Geschlecht {w,m}
@attribute Alter {>60,18-30,31-40,41-50,51-60}
@attribute Kinder {nein,ja}
@attribute Familienstand {ledig,Partnerschaft}
@attribute Berufstaetig {nein,ja}
@attribute Einkaufstag {Montag,Donnerstag,Dienstag,Freitag,Samstag,Mittwoch}
@attribute Einkaufsuhrzeit {'<10 Uhr','12-14 Uhr','>17 Uhr','10-12 Uhr','14-17 Uhr'}
@attribute Wohnort {'< 10 km','> 25 km','10 - 25 km'}
@attribute Haushaltsnettoeinkommen {<1000,1000-<2000,3200-<4500,2000-<3200,>4500}
@attribute Einkaufssumme numeric
@attribute Fertiggerichte numeric
@attribute Tiefkuehlware numeric
@attribute Milchprodukte numeric
@attribute Backwaren numeric
@attribute Obst/Gemuese numeric
@attribute Spirituosen numeric
@attribute Tiernahrung numeric
@attribute Bier numeric
@attribute Frischfleisch numeric
@attribute Drogerieartikel numeric
@attribute Konserven numeric
@attribute Kaffee/Tee numeric
@attribute Suessigkeiten numeric
@attribute Wurstwaren numeric
@attribute Schreibwaren numeric

@data
m,18-30,nein,ledig,ja,Samstag,'12-14 Uhr','10 - 25 km',>4500,108,2,?,?,?,?,6,?,11,11,5,?,?,?,60,13
w,41-50,ja,ledig,nein,Freitag,'10-12 Uhr','< 10 km',3200-<4500,193,?,?,?,?,?,16,?,28,?,?,?,112,28,?,9
w,18-30,nein,ledig,ja,Freitag,'10-12 Uhr','10 - 25 km',1000-<2000,34,?,?,6,?,?,?,28,?,?,?,?,?,?,?,?
w,31-40,ja,ledig,ja,Mittwoch,'14-17 Uhr','< 10 km',<1000,30,?,?,?,?,?,?,?,?,?,?,?,?,?,30,?
m,>60,nein,ledig,ja,Donnerstag,'10-12 Uhr','< 10 km',3200-<4500,56,2,?,?,35,?,?,?,?,?,?,?,16,?,?,3
w,>60,ja,ledig,nein,Samstag,'14-17 Uhr','< 10 km',1000-<2000,201,?,?,?,24,22,10,24,?,?,?,18,103,?,?,?
w,>60,nein,ledig,nein,Samstag,'10-12 Uhr','< 10 km',2000-<3200,168,?,24,6,15,40,2,15,16,?,8,?,42,?,?,?
m,31-40,nein,ledig,nein,Samstag,'14-17 Uhr','< 10 km',3200-<4500,48,12,?,3,?,?,?,?,?,26,?,?,?,?,?,7
w,18-30,ja,ledig,ja,Samstag,'12-14 Uhr','< 10 km',<1000,143,?,12,?,?,?,24,?,?,?,42,9,?,48,?,8
w,>60,ja,Partnerschaft,nein,Donnerstag,'<10 Uhr','< 10 km',<1000,322,?,?,9,57,36,11,15,133,31,?,?,12,?,?,18
w,18-30,nein,ledig,ja,Dienstag,'10-12 Uhr','10 - 25 km',<1000,54,?,?,?,?,?,?,18,36,?,?,?,?,?,?,?
w,51-60,nein,Partnerschaft,ja,Samstag,'>17 Uhr','10 - 25 km',2000-<3200,130,?,40,5,12,?,2,25,?,?,?,?,8,?,5,33
w,>60,nein,Partnerschaft,nein,Montag,'<10 Uhr','< 10 km',<1000,259,?,?,?,66,?,8,22,132,?,?,?,31,?,?,?
w,18-30,nein,ledig,nein,Montag,'>17 Uhr','< 10 km',>4500,7,?,?,?,7,?,?,?,?,?,?,?,?,?,?,?
m,>60,nein,ledig,ja,Donnerstag,'<10 Uhr','> 25 km',>4500,47,11,?,?,18,?,?,?,?,?,?,?,4,?,?,14
w,>60,ja,ledig,nein,Samstag,'14-17 Uhr','> 25 km',1000-<2000,245,?,?,?,16,?,93,16,?,?,?,?,18,?,102,?
w,>60,nein,Partnerschaft,nein,Freitag,'14-17 Uhr','< 10 km',3200-<4500,112,?,?,12,18,?,7,51,?,?,?,8,16,?,?,?
w,41-50,nein,ledig,nein,Donnerstag,'14-17 Uhr','10 - 25 km',2000-<3200,180,?,104,24,?,?,?,?,?,?,42,10,?,?,?,?
w,51-60,ja,Partnerschaft,ja,Montag,'12-14 Uhr','< 10 km',1000-<2000,185,?,?,?,9,18,5,28,?,30,?,8,87,?,?,?
m,18-30,ja,ledig,ja,Dienstag,'10-12 Uhr','< 10 km',1000-<2000,144,?,?,?,28,72,10,?,6,7,16,?,?,?,?,5
w,>60,nein,ledig,nein,Samstag,'10-12 Uhr','< 10 km',1000-<2000,257,?,?,?,17,?,6,5,?,?,?,?,117,112,?,?
m,18-30,ja,ledig,nein,Donnerstag,'12-14 Uhr','10 - 25 km',2000-<3200,254,13,?,27,4,?,7,160,19,16,?,?,?,?,?,8
m,18-30,nein,ledig,nein,Dienstag,'14-17 Uhr','< 10 km',2000-<3200,57,2,?,?,?,25,5,?,9,13,?,?,?,?,?,3
m,18-30,nein,ledig,ja,Donnerstag,'<10 Uhr','< 10 km',1000-<2000,94,3,?,?,?,?,16,?,8,2,54,?,?,?,?,11
w,18-30,ja,ledig,ja,Freitag,'14-17 Uhr','< 10 km',3200-<4500,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
m,>60,nein,ledig,nein,Samstag,'<10 Uhr','10 - 25 km',<1000,49,7,?,?,5,?,?,?,?,?,21,?,14,?,?,2
w,>60,ja,ledig,nein,Freitag,'<10 Uhr','< 10 km',2000-<3200,102,?,?,?,13,?,12,41,?,?,?,?,36,?,?,?
w,18-30,ja,ledig,ja,Donnerstag,'14-17 Uhr','< 10 km',1000-<2000,75,24,?,?,?,?,?,?,?,?,?,15,?,?,36,?
w,18-30,ja,ledig,nein,Montag,'12-14 Uhr','10 - 25 km',<1000,140,12,?,?,?,?,35,?,69,?,?,?,24,?,?,?
w,>60,ja,Partnerschaft,nein,Samstag,'<10 Uhr','< 10 km',>4500,107,?,?,10,21,?,?,26,?,?,?,?,20,?,?,30
w,31-40,ja,Partnerschaft,ja,Donnerstag,'10-12 Uhr','< 10 km',3200-<4500,61,6,?,?,?,?,?,?,?,?,?,?,?,55,?,?
w,18-30,nein,ledig,nein,Samstag,'14-17 Uhr','< 10 km',<1000,77,32,?,?,25,?,?,20,?,?,?,?,?,?,?,?
w,18-30,nein,Partnerschaft,nein,Samstag,'10-12 Uhr','< 10 km',3200-<4500,24,24,?,?,?,?,?,?,?,?,?,?,?,?,?,?
m,>60,nein,ledig,nein,Donnerstag,'<10 Uhr','< 10 km',1000-<2000,95,2,?,?,6,?,?,?,57,?,?,?,18,?,?,12
w,18-30,ja,ledig,ja,Mittwoch,'12-14 Uhr','> 25 km',>4500,5,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?
m,18-30,nein,ledig,nein,Montag,'12-14 Uhr','10 - 25 km',<1000,166,1,?,?,8,?,19,?,7,21,7,?,?,91,?,12
m,18-30,ja,ledig,nein,Donnerstag,'10-12 Uhr','10 - 25 km',1000-<2000,238,1,?,?,?,99,9,30,?,83,?,4,?,?,?,12
w,41-50,nein,ledig,nein,Samstag,'12-14 Uhr','< 10 km',1000-<2000,112,?,?,1,?,?,?,?,?,?,?,12,?,?,?,99
w,18-30,nein,ledig,nein,Freitag,'10-12 Uhr','> 25 km',3200-<4500,16,?,?,?,16,?,?,?,?,?,?,?,?,?,?,?
w,18-30,ja,ledig,nein,Donnerstag,'12-14 Uhr','< 10 km',<1000,34,?,?,?,28,?,6,?,?,?,?,?,?,?,?,?
m,41-50,nein,ledig,ja,Montag,'10-12 Uhr','10 - 25 km',1000-<2000,24,?,?,?,?,?,?,?,?,12,?,?,?,?,?,12
m,>60,nein,ledig,nein,Donnerstag,'<10 Uhr','< 10 km',2000-<3200,293,5,?,?,17,?,?,?,63,?,?,?,18,?,80,110
w,>60,nein,Partnerschaft,nein,Montag,'10-12 Uhr','< 10 km',1000-<2000,415,?,6,?,19,70,11,14,174,?,?,6,16,?,81,18
m,>60,nein,Partnerschaft,nein,Montag,'<10 Uhr','10 - 25 km',>4500,149,4,?,?,58,?,72,?,?,?,?,6,7,?,?,2
w,>60,ja,ledig,nein,Montag,'10-12 Uhr','10 - 25 km',2000-<3200,95,?,?,?,23,?,14,27,?,?,?,?,31,?,?,?
w,18-30,ja,ledig,ja,Samstag,'>17 Uhr','10 - 25 km',<1000,168,?,?,?,?,36,?,?,?,?,?,?,?,?,?,132
m,>60,nein,Partnerschaft,nein,Donnerstag,'<10 Uhr','10 - 25 km',1000-<2000,36,11,?,?,6,?,?,?,?,?,?,?,11,?,?,8
m,18-30,nein,ledig,nein,Samstag,'12-14 Uhr','< 10 km',2000-<3200,297,22,?,?,63,?,9,88,13,87,?,10,?,?,?,5
m,18-30,nein,Partnerschaft,ja,Mittwoch,'>17 Uhr','< 10 km',3200-<4500,33,2,?,?,?,?,17,?,10,4,?,?,?,?,?,?
w,>60,nein,ledig,ja,Samstag,'12-14 Uhr','< 10 km',3200-<4500,106,?,?,?,12,7,7,49,?,?,?,?,18,?,?,13
w,18-30,nein,ledig,nein,Donnerstag,'12-14 Uhr','< 10 km',<1000,202,?,?,6,?,?,?,160,?,36,?,?,?,?,?,?
w,>60,nein,Partnerschaft,nein,Donnerstag,'<10 Uhr','> 25 km',3200-<4500,149,?,?,?,65,?,3,5,?,?,?,?,22,?,?,54
m,18-30,ja,ledig,nein,Donnerstag,'12-14 Uhr','< 10 km',1000-<2000,135,11,?,?,?,?,17,?,13,94,?,?,?,?,?,?
w,18-30,nein,Partnerschaft,ja,Freitag,'10-12 Uhr','10 - 25 km',1000-<2000,90,?,48,?,?,?,?,?,?,?,?,?,?,42,?,?
w,41-50,nein,Partnerschaft,nein,Donnerstag,'>17 Uhr','< 10 km',<1000,38,?,?,?,?,?,?,15,?,?,?,8,?,?,15,?
m,18-30,ja,ledig,ja,Mittwoch,'10-12 Uhr','< 10 km',2000-<3200,100,9,?,?,?,?,8,?,14,15,?,?,?,?,54,?
m,18-30,nein,ledig,nein,Donnerstag,'12-14 Uhr','< 10 km',<1000,161,10,?,?,?,?,21,88,1,14,20,?,?,?,?,7
w,>60,ja,ledig,nein,Montag,'14-17 Uhr','< 10 km',3200-<4500,213,?,40,?,99,?,7,36,?,?,?,?,31,?,?,?
w,>60,nein,ledig,nein,Mittwoch,'<10 Uhr','< 10 km',>4500,300,9,?,?,20,?,84,8,?,144,?,1,34,?,?,?
w,31-40,ja,ledig,nein,Donnerstag,'12-14 Uhr','< 10 km',1000-<2000,20,?,?,?,?,9,?,11,?,?,?,?,?,?,?,?
w,>60,nein,Partnerschaft,nein,Donnerstag,'14-17 Uhr','< 10 km',1000-<2000,180,?,48,?,20,36,14,11,?,?,30,?,21,?,?,?
w,31-40,ja,ledig,nein,Montag,'14-17 Uhr','< 10 km',<1000,46,?,?,?,28,?,?,?,?,?,?,?,?,18,?,?
m,41-50,nein,ledig,ja,Samstag,'12-14 Uhr','10 - 25 km',1000-<2000,109,6,?,?,?,?,?,?,93,?,?,?,?,?,?,10
m,31-40,nein,Partnerschaft,nein,Montag,'10-12 Uhr','> 25 km',<1000,107,9,?,?,?,?,?,72,?,?,?,18,?,?,?,8
w,51-60,nein,ledig,nein,Donnerstag,'12-14 Uhr','> 25 km',3200-<4500,196,6,1,?,19,?,8,17,65,?,12,?,11,1,?,56
w,18-30,nein,Partnerschaft,nein,Samstag,'12-14 Uhr','10 - 25 km',1000-<2000,56,36,?,?,?,?,?,?,?,?,?,?,?,?,?,20
w,31-40,ja,ledig,ja,Mittwoch,'>17 Uhr','< 10 km',<1000,71,?,?,?,35,?,?,?,?,?,?,?,?,36,?,?
m,18-30,ja,ledig,nein,Donnerstag,'12-14 Uhr','< 10 km',1000-<2000,397,5,?,18,?,?,103,?,216,5,12,?,?,30,?,8
w,41-50,ja,Partnerschaft,nein,Montag,'12-14 Uhr','< 10 km',1000-<2000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
w,>60,nein,ledig,nein,Freitag,'12-14 Uhr','< 10 km',>4500,226,?,?,?,30,?,3,80,?,?,?,?,25,?,64,24
m,51-60,nein,Partnerschaft,nein,Montag,'12-14 Uhr','< 10 km',<1000,191,9,?,?,16,?,28,?,?,126,?,?,?,?,?,12
w,>60,nein,Partnerschaft,nein,Donnerstag,'14-17 Uhr','< 10 km',1000-<2000,127,?,?,?,4,?,76,24,?,?,?,?,23,?,?,?
w,51-60,nein,ledig,ja,Montag,'12-14 Uhr','10 - 25 km',1000-<2000,142,?,?,?,7,?,86,42,?,?,?,?,7,?,?,?
w,>60,nein,ledig,nein,Donnerstag,'<10 Uhr','10 - 25 km',1000-<2000,277,12,?,?,33,?,10,22,?,54,40,?,16,90,?,?
m,18-30,nein,ledig,nein,Samstag,'12-14 Uhr','< 10 km',1000-<2000,64,3,?,9,?,3,13,?,11,11,?,4,?,?,?,10
w,18-30,ja,Partnerschaft,ja,Donnerstag,'12-14 Uhr','< 10 km',<1000,310,?,?,20,?,?,56,?,?,216,?,18,?,?,?,?
w,18-30,nein,Partnerschaft,nein,Donnerstag,'14-17 Uhr','< 10 km',>4500,183,?,?,?,?,?,33,108,?,?,?,?,?,?,42,?
w,>60,nein,Partnerschaft,ja,Freitag,'14-17 Uhr','10 - 25 km',<1000,218,?,36,15,20,?,2,18,70,?,36,?,5,2,?,14
w,51-60,ja,ledig,nein,Montag,'14-17 Uhr','10 - 25 km',1000-<2000,110,?,?,8,15,49,11,21,?,?,?,?,6,?,?,?
w,>60,nein,Partnerschaft,nein,Donnerstag,'10-12 Uhr','10 - 25 km',1000-<2000,285,21,14,?,23,?,10,15,186,?,?,?,16,?,?,?
w,41-50,ja,ledig,ja,Samstag,'12-14 Uhr','10 - 25 km',<1000,75,?,?,21,?,?,?,?,?,?,?,?,54,?,?,?
m,18-30,nein,Partnerschaft,nein,Samstag,'12-14 Uhr','10 - 25 km',>4500,38,4,?,4,?,?,4,?,?,17,?,?,?,?,?,9
w,18-30,nein,Partnerschaft,ja,Dienstag,'>17 Uhr','< 10 km',2000-<3200,66,?,?,?,6,54,?,?,?,?,6,?,?,?,?,?
m,18-30,nein,ledig,nein,Donnerstag,'10-12 Uhr','< 10 km',2000-<3200,171,4,?,?,?,77,9,?,14,26,?,28,?,?,?,13
m,18-30,ja,Partnerschaft,nein,Dienstag,'>17 Uhr','10 - 25 km',1000-<2000,130,3,?,?,45,?,11,?,13,21,12,3,?,21,?,1
w,18-30,nein,ledig,nein,Montag,'12-14 Uhr','10 - 25 km',1000-<2000,108,?,?,6,?,?,?,?,?,?,?,?,102,?,?,?
w,41-50,nein,Partnerschaft,nein,Donnerstag,'12-14 Uhr','< 10 km',1000-<2000,14,?,?,?,?,14,?,?,?,?,?,?,?,?,?,?
m,51-60,nein,ledig,nein,Samstag,'10-12 Uhr','10 - 25 km',3200-<4500,311,35,40,?,?,1,20,?,?,?,?,36,?,?,168,11
w,31-40,nein,ledig,ja,Dienstag,'12-14 Uhr','< 10 km',<1000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
w,18-30,ja,ledig,nein,Donnerstag,'12-14 Uhr','< 10 km',1000-<2000,113,?,?,?,?,?,108,?,?,?,?,?,?,?,?,5
m,>60,nein,ledig,nein,Freitag,'<10 Uhr','< 10 km',1000-<2000,119,10,?,?,17,?,?,?,?,?,?,9,6,?,?,77
w,18-30,ja,Partnerschaft,ja,Samstag,'10-12 Uhr','< 10 km',>4500,24,24,?,?,?,?,?,?,?,?,?,?,?,?,?,?
m,18-30,nein,ledig,nein,Donnerstag,'10-12 Uhr','10 - 25 km',<1000,133,14,?,24,?,24,6,?,14,10,?,?,?,33,?,8
w,18-30,nein,ledig,nein,Donnerstag,'10-12 Uhr','< 10 km',3200-<4500,156,?,36,?,?,?,?,120,?,?,?,?,?,?,?,?
m,>60,ja,ledig,nein,Donnerstag,'14-17 Uhr','10 - 25 km',>4500,61,7,?,?,18,?,?,?,?,?,6,?,16,?,?,14
w,51-60,nein,ledig,ja,Freitag,'12-14 Uhr','10 - 25 km',2000-<3200,512,8,?,?,4,?,42,11,252,?,30,4,61,?,100,?
w,18-30,nein,ledig,nein,Mittwoch,'14-17 Uhr','< 10 km',1000-<2000,183,?,?,?,?,30,?,?,147,?,6,?,?,?,?,?
w,>60,ja,ledig,nein,Samstag,'<10 Uhr','< 10 km',<1000,292,?,?,?,43,36,8,26,?,152,?,?,27,?,?,?
w,>60,ja,ledig,nein,Donnerstag,'10-12 Uhr','< 10 km',>4500,196,?,?,?,25,?,95,46,?,?,?,?,30,?,?,?
w,>60,nein,ledig,nein,Samstag,'10-12 Uhr','< 10 km',1000-<2000,233,?,?,?,11,?,6,1,99,?,18,?,31,4,?,63
w,>60,nein,Partnerschaft,nein,Donnerstag,'10-12 Uhr','10 - 25 km',<1000,295,?,?,?,15,?,8,25,5,?,?,18,152,72,?,?
m,18-30,ja,Partnerschaft,nein,Donnerstag,'10-12 Uhr','> 25 km',<1000,156,?,?,?,2,22,16,?,79,15,12,?,?,?,?,10
m,18-30,nein,ledig,ja,Mittwoch,'12-14 Uhr','10 - 25 km',>4500,56,7,?,?,?,?,6,?,11,17,14,?,?,?,?,1
m,41-50,ja,ledig,nein,Donnerstag,'<10 Uhr','10 - 25 km',2000-<3200,638,5,?,?,6,45,?,?,210,306,30,?,30,?,?,6
w,41-50,nein,ledig,nein,Donnerstag,'10-12 Uhr','< 10 km',2000-<3200,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
w,>60,nein,ledig,nein,Samstag,'<10 Uhr','< 10 km',2000-<3200,72,4,?,?,13,?,7,20,?,?,?,?,28,?,?,?
m,41-50,nein,ledig,nein,Dienstag,'<10 Uhr','< 10 km',<1000,259,24,56,25,?,?,36,?,?,?,?,?,112,?,?,6
w,41-50,nein,ledig,nein,Samstag,'12-14 Uhr','10 - 25 km',2000-<3200,219,9,?,?,?,25,66,?,36,?,?,?,?,11,72,?
w,18-30,nein,ledig,ja,Samstag,'14-17 Uhr','> 25 km',3200-<4500,106,?,?,21,?,?,?,85,?,?,?,?,?,?,?,?
w,51-60,nein,ledig,nein,Freitag,'14-17 Uhr','< 10 km',<1000,56,?,16,?,11,?,12,4,?,?,?,?,13,?,?,?
w,>60,nein,ledig,nein,Freitag,'<10 Uhr','< 10 km',<1000,208,?,40,?,21,?,7,6,?,?,42,?,16,64,?,12
w,>60,nein,Partnerschaft,nein,Samstag,'<10 Uhr','< 10 km',2000-<3200,82,12,?,?,17,?,14,20,?,?,8,?,11,?,?,?
w,18-30,ja,Partnerschaft,nein,Dienstag,'10-12 Uhr','< 10 km',2000-<3200,63,?,?,?,?,?,?,?,?,?,?,?,?,63,?,?
w,41-50,nein,ledig,ja,Freitag,'10-12 Uhr','10 - 25 km',2000-<3200,60,?,?,?,?,?,?,?,?,?,?,?,?,?,?,60
w,18-30,nein,ledig,nein,Donnerstag,'14-17 Uhr','< 10 km',<1000,119,?,72,?,35,?,?,?,?,?,12,?,?,?,?,?
w,41-50,nein,ledig,nein,Samstag,'12-14 Uhr','< 10 km',<1000,231,?,?,?,?,?,189,?,?,?,?,?,42,?,?,?
w,41-50,nein,ledig,nein,Samstag,'10-12 Uhr','> 25 km',1000-<2000,158,?,?,?,?,36,?,?,?,52,?,?,16,54,?,?
w,31-40,ja,ledig,nein,Samstag,'12-14 Uhr','10 - 25 km',<1000,184,3,?,?,6,90,?,10,?,66,?,6,?,3,?,?
w,41-50,nein,Partnerschaft,nein,Freitag,'14-17 Uhr','10 - 25 km',2000-<3200,159,?,?,?,?,?,?,24,?,?,?,?,?,?,45,90
w,51-60,nein,Partnerschaft,nein,Freitag,'14-17 Uhr','< 10 km',<1000,137,9,?,?,4,40,12,29,?,?,27,?,16,?,?,?
m,>60,nein,ledig,nein,Donnerstag,'>17 Uhr','> 25 km',1000-<2000,263,6,?,?,13,?,?,16,171,?,?,?,19,?,25,13
m,18-30,nein,ledig,ja,Montag,'14-17 Uhr','< 10 km',1000-<2000,125,9,?,?,15,?,71,?,11,4,?,?,14,?,?,1
w,>60,nein,Partnerschaft,nein,Samstag,'14-17 Uhr','10 - 25 km',2000-<3200,52,?,?,?,11,?,13,10,?,?,?,?,18,?,?,?
w,51-60,nein,Partnerschaft,nein,Dienstag,'12-14 Uhr','< 10 km',3200-<4500,322,12,?,?,18,63,66,63,?,52,?,?,?,?,?,48
m,18-30,nein,ledig,ja,Donnerstag,'<10 Uhr','10 - 25 km',2000-<3200,81,6,?,12,?,?,4,18,12,19,?,?,?,?,?,10
w,18-30,nein,ledig,ja,Samstag,'10-12 Uhr','> 25 km',3200-<4500,96,?,40,?,42,?,?,?,?,?,?,?,?,?,?,14
w,51-60,ja,ledig,nein,Samstag,'10-12 Uhr','10 - 25 km',1000-<2000,90,?,?,?,11,?,14,12,?,?,?,?,11,42,?,?
m,>60,nein,ledig,nein,Mittwoch,'10-12 Uhr','10 - 25 km',<1000,51,7,?,?,?,?,?,?,?,?,?,?,3,?,?,41
m,18-30,nein,Partnerschaft,ja,Donnerstag,'12-14 Uhr','< 10 km',<1000,84,31,?,2,?,?,8,?,29,6,?,?,?,?,?,8
m,51-60,nein,ledig,nein,Donnerstag,'14-17 Uhr','10 - 25 km',<1000,247,47,?,?,?,?,?,?,64,?,?,4,55,24,48,5
w,41-50,nein,ledig,nein,Dienstag,'12-14 Uhr','< 10 km',2000-<3200,280,?,?,?,?,?,?,80,126,?,?,?,48,?,?,26
w,>60,nein,ledig,nein,Samstag,'14-17 Uhr','< 10 km',1000-<2000,182,?,?,5,21,?,1,22,?,?,?,?,7,126,?,?
w,18-30,ja,Partnerschaft,nein,Donnerstag,'12-14 Uhr','< 10 km',>4500,232,?,?,?,?,12,48,?,?,?,?,?,72,?,100,?
w,18-30,nein,Partnerschaft,nein,Donnerstag,'14-17 Uhr','< 10 km',<1000,117,?,?,8,?,?,?,?,?,45,?,?,54,10,?,?
w,41-50,nein,ledig,nein,Freitag,'>17 Uhr','10 - 25 km',3200-<4500,144,?,?,?,?,?,?,?,?,?,?,?,144,?,?,?
m,18-30,ja,ledig,nein,Samstag,'>17 Uhr','10 - 25 km',3200-<4500,113,11,?,?,?,?,21,16,8,16,32,?,?,?,?,9
m,>60,nein,ledig,nein,Montag,'<10 Uhr','< 10 km',>4500,115,41,20,?,7,?,?,?,?,?,?,?,25,?,?,22
w,>60,nein,Partnerschaft,nein,Donnerstag,'10-12 Uhr','< 10 km',1000-<2000,125,?,?,?,19,?,12,17,?,45,?,?,14,?,?,18
w,>60,nein,ledig,nein,Mittwoch,'<10 Uhr','10 - 25 km',3200-<4500,78,?,25,?,21,?,14,?,?,?,?,?,18,?,?,?
w,>60,nein,ledig,nein,Freitag,'<10 Uhr','10 - 25 km',1000-<2000,61,?,?,?,28,?,?,6,15,?,4,?,8,?,?,?
w,41-50,nein,ledig,ja,Samstag,'>17 Uhr','< 10 km',1000-<2000,251,6,64,?,?,?,?,?,?,?,25,?,?,?,126,30
w,18-30,nein,ledig,nein,Samstag,'<10 Uhr','< 10 km',1000-<2000,25,?,?,?,?,?,?,?,?,?,25,?,?,?,?,?
w,51-60,nein,ledig,nein,Samstag,'12-14 Uhr','10 - 25 km',<1000,161,?,?,?,11,?,138,1,?,?,?,?,11,?,?,?
w,18-30,nein,ledig,nein,Montag,'10-12 Uhr','10 - 25 km',<1000,24,?,?,?,24,?,?,?,?,?,?,?,?,?,?,?
w,41-50,ja,Partnerschaft,nein,Montag,'14-17 Uhr','10 - 25 km',1000-<2000,218,?,12,14,?,24,?,120,?,?,?,?,?,?,48,?
w,>60,ja,Partnerschaft,nein,Samstag,'10-12 Uhr','< 10 km',2000-<3200,170,18,?,2,26,?,12,15,?,72,?,?,25,?,?,?
w,>60,nein,ledig,nein,Montag,'10-12 Uhr','10 - 25 km',1000-<2000,84,?,?,?,10,21,12,17,?,?,?,?,24,?,?,?
w,18-30,ja,ledig,nein,Samstag,'12-14 Uhr','10 - 25 km',3200-<4500,281,?,4,?,30,?,?,24,160,?,?,?,63,?,?,?
w,41-50,ja,ledig,nein,Montag,'12-14 Uhr','< 10 km',2000-<3200,213,?,?,?,8,?,135,?,70,?,?,?,?,?,?,?
w,>60,nein,ledig,nein,Donnerstag,'<10 Uhr','10 - 25 km',>4500,270,?,30,?,25,?,8,14,84,?,10,?,21,?,78,?
w,51-60,ja,Partnerschaft,ja,Donnerstag,'10-12 Uhr','10 - 25 km',3200-<4500,195,?,24,?,10,?,13,130,?,?,?,?,18,?,?,?
w,>60,nein,ledig,nein,Donnerstag,'10-12 Uhr','< 10 km',2000-<3200,142,?,?,?,19,?,9,10,?,?,?,?,23,?,?,81
w,51-60,nein,ledig,ja,Mittwoch,'12-14 Uhr','< 10 km',>4500,112,?,?,?,7,?,86,19,?,?,?,?,?,?,?,?
m,41-50,nein,Partnerschaft,nein,Donnerstag,'<10 Uhr','< 10 km',3200-<4500,83,17,?,24,?,?,9,32,?,?,?,?,?,?,?,1
m,31-40,nein,ledig,ja,Donnerstag,'12-14 Uhr','< 10 km',1000-<2000,438,13,?,?,5,?,?,207,186,?,16,?,?,?,?,11
w,31-40,nein,ledig,ja,Freitag,'14-17 Uhr','10 - 25 km',1000-<2000,52,10,?,?,?,?,?,?,?,?,36,6,?,?,?,?
w,18-30,nein,ledig,nein,Donnerstag,'<10 Uhr','10 - 25 km',3200-<4500,405,?,?,?,?,?,?,120,?,?,?,?,?,117,?,168
w,>60,nein,ledig,nein,Samstag,'<10 Uhr','< 10 km',3200-<4500,139,20,?,24,53,?,14,4,?,?,?,?,24,?,?,?
w,>60,nein,ledig,nein,Mittwoch,'<10 Uhr','< 10 km',>4500,308,?,?,?,61,?,10,10,?,176,?,36,15,?,?,?
w,>60,nein,ledig,nein,Donnerstag,'<10 Uhr','< 10 km',1000-<2000,467,20,?,10,32,?,182,8,?,?,?,?,39,?,?,176
m,18-30,ja,ledig,ja,Montag,'12-14 Uhr','< 10 km',2000-<3200,108,1,?,?,28,?,10,?,9,6,?,?,?,?,49,5
w,>60,nein,Partnerschaft,nein,Dienstag,'<10 Uhr','10 - 25 km',3200-<4500,155,?,?,?,22,?,28,29,?,?,?,?,76,?,?,?
w,18-30,ja,Partnerschaft,nein,Samstag,'<10 Uhr','< 10 km',3200-<4500,218,?,88,?,?,35,?,?,27,?,?,?,?,?,?,68
w,18-30,ja,ledig,ja,Montag,'12-14 Uhr','> 25 km',1000-<2000,171,?,?,40,5,?,?,?,?,?,?,?,6,84,36,?
w,>60,nein,ledig,nein,Montag,'12-14 Uhr','< 10 km',>4500,152,?,?,?,13,?,4,23,?,?,?,?,22,?,90,?
w,>60,nein,Partnerschaft,nein,Dienstag,'14-17 Uhr','< 10 km',<1000,72,?,?,?,19,?,36,11,?,?,?,?,6,?,?,?
m,18-30,ja,Partnerschaft,ja,Mittwoch,'10-12 Uhr','< 10 km',1000-<2000,127,8,?,?,?,?,16,?,18,16,?,?,66,?,?,3
w,>60,nein,ledig,nein,Samstag,'<10 Uhr','10 - 25 km',1000-<2000,92,?,?,?,13,?,10,18,?,?,12,?,19,?,20,?
m,18-30,nein,ledig,ja,Donnerstag,'10-12 Uhr','< 10 km',1000-<2000,110,20,?,?,?,72,5,?,3,1,?,?,?,?,?,9
m,18-30,nein,Partnerschaft,nein,Montag,'12-14 Uhr','10 - 25 km',1000-<2000,154,1,12,?,?,?,14,?,117,?,?,?,?,?,?,10
m,18-30,nein,ledig,ja,Mittwoch,'>17 Uhr','10 - 25 km',1000-<2000,250,8,12,?,?,?,10,100,5,21,?,?,?,81,?,13
w,>60,nein,ledig,nein,Donnerstag,'14-17 Uhr','< 10 km',2000-<3200,328,?,?,?,20,?,2,16,252,?,?,?,38,?,?,?
m,31-40,nein,ledig,ja,Montag,'>17 Uhr','< 10 km',1000-<2000,269,19,?,?,?,?,?,26,?,?,?,?,?,98,119,7
