@relation outputtt-weka.filters.unsupervised.attribute.NumericCleaner-min1.0-min-defaultNaN-max1.7976931348623157E308-max-default1.7976931348623157E308-closeto0.0-closeto-default0.0-closeto-tolerance1.0E-6-Rfirst-last-decimals-1

@attribute Geschlecht {w,m}
@attribute Alter {>60,18-30,41-50,31-40,51-60}
@attribute Kinder {nein,ja}
@attribute Familienstand {ledig,Partnerschaft}
@attribute Berufstaetig {nein,ja}
@attribute Einkaufstag {Montag,Samstag,Donnerstag,Mittwoch,Freitag,Dienstag}
@attribute Einkaufsuhrzeit {'<10 Uhr','14-17 Uhr','10-12 Uhr','>17 Uhr','12-14 Uhr'}
@attribute Wohnort {'< 10 km','10 - 25 km','> 25 km'}
@attribute Haushaltsnettoeinkommen {<1000,1000-<2000,3200-<4500,2000-<3200,>4500}
@attribute Einkaufssumme numeric
@attribute Fertiggerichte numeric
@attribute Tiefkuehlware numeric
@attribute Milchprodukte numeric
@attribute Backwaren numeric
@attribute Obst/Gemuese numeric
@attribute Spirituosen numeric
@attribute Tiernahrung numeric
@attribute Bier numeric
@attribute Frischfleisch numeric
@attribute Drogerieartikel numeric
@attribute Konserven numeric
@attribute Kaffee/Tee numeric
@attribute Suessigkeiten numeric
@attribute Wurstwaren numeric
@attribute Schreibwaren numeric

@data
m,>60,ja,ledig,nein,Samstag,'14-17 Uhr','10 - 25 km',1000-<2000,229,12,?,?,61,?,?,?,32,?,?,?,52,?,?,72
w,51-60,nein,ledig,ja,Dienstag,'<10 Uhr','10 - 25 km',1000-<2000,304,?,?,16,2,?,13,27,184,?,?,?,17,45,?,?
w,18-30,nein,ledig,ja,Montag,'<10 Uhr','< 10 km',1000-<2000,208,?,?,?,?,?,?,40,?,?,?,?,?,?,168,?
w,>60,ja,ledig,nein,Samstag,'10-12 Uhr','< 10 km',1000-<2000,286,?,?,?,27,?,108,25,88,?,?,?,38,?,?,?
w,>60,nein,ledig,nein,Samstag,'10-12 Uhr','< 10 km',<1000,250,?,?,?,22,?,10,28,?,98,?,?,92,?,?,?
w,>60,nein,ledig,nein,Donnerstag,'<10 Uhr','< 10 km',1000-<2000,123,30,?,?,17,24,10,6,?,?,?,?,36,?,?,?
m,18-30,nein,ledig,nein,Mittwoch,'12-14 Uhr','10 - 25 km',2000-<3200,169,4,12,15,16,?,5,112,?,4,?,?,?,?,?,1
m,18-30,nein,Partnerschaft,nein,Samstag,'<10 Uhr','10 - 25 km',<1000,99,5,?,?,?,?,10,?,34,15,9,12,?,?,?,14
m,18-30,ja,Partnerschaft,ja,Samstag,'>17 Uhr','< 10 km',1000-<2000,511,14,?,?,?,?,100,35,278,5,?,16,?,18,?,45
m,>60,nein,Partnerschaft,nein,Dienstag,'14-17 Uhr','> 25 km',<1000,46,5,?,?,11,?,?,?,?,?,?,?,19,?,?,11
w,31-40,nein,ledig,ja,Freitag,'>17 Uhr','< 10 km',>4500,102,?,?,1,?,?,?,?,?,?,?,?,21,80,?,?
w,>60,nein,ledig,nein,Freitag,'<10 Uhr','> 25 km',1000-<2000,336,?,28,?,20,?,54,5,180,?,?,?,13,36,?,?
m,18-30,nein,ledig,nein,Samstag,'14-17 Uhr','< 10 km',<1000,392,?,?,?,18,?,142,?,3,4,?,6,?,105,11,103
m,>60,ja,ledig,nein,Samstag,'<10 Uhr','10 - 25 km',3200-<4500,74,9,?,?,4,?,?,?,?,?,?,?,22,?,36,3
m,18-30,nein,ledig,ja,Samstag,'>17 Uhr','< 10 km',1000-<2000,297,10,27,?,?,?,10,70,16,12,25,2,?,40,?,85
w,>60,nein,Partnerschaft,nein,Freitag,'<10 Uhr','< 10 km',<1000,322,?,?,?,15,?,12,?,?,84,?,?,20,136,?,55
m,18-30,nein,ledig,nein,Samstag,'>17 Uhr','< 10 km',1000-<2000,652,5,?,?,30,5,111,?,6,200,15,9,?,70,176,25
m,>60,nein,Partnerschaft,nein,Samstag,'>17 Uhr','10 - 25 km',1000-<2000,543,33,?,?,53,90,?,?,216,15,8,3,13,?,?,112
w,>60,nein,ledig,nein,Donnerstag,'<10 Uhr','< 10 km',<1000,226,?,?,?,19,?,4,19,160,?,?,?,24,?,?,?
w,18-30,ja,ledig,ja,Samstag,'12-14 Uhr','10 - 25 km',1000-<2000,54,18,?,?,36,?,?,?,?,?,?,?,?,?,?,?
w,41-50,nein,ledig,ja,Montag,'12-14 Uhr','< 10 km',3200-<4500,70,?,10,?,56,?,?,?,?,?,?,4,?,?,?,?
m,51-60,ja,ledig,ja,Samstag,'10-12 Uhr','< 10 km',2000-<3200,112,9,?,?,?,9,?,45,42,?,?,?,?,?,?,7
w,51-60,ja,Partnerschaft,nein,Montag,'14-17 Uhr','10 - 25 km',3200-<4500,156,?,3,8,9,?,8,18,?,102,?,5,3,?,?,?
w,51-60,ja,Partnerschaft,nein,Freitag,'<10 Uhr','10 - 25 km',>4500,250,?,50,?,19,?,13,15,16,27,?,?,14,72,?,24
w,>60,ja,ledig,nein,Donnerstag,'<10 Uhr','< 10 km',1000-<2000,103,?,?,?,9,?,?,1,78,?,?,?,15,?,?,?
m,18-30,ja,ledig,nein,Samstag,'<10 Uhr','< 10 km',3200-<4500,57,2,?,?,2,?,13,?,18,2,?,?,?,?,20,?
w,18-30,nein,ledig,nein,Samstag,'>17 Uhr','< 10 km',3200-<4500,222,?,?,?,?,?,?,?,198,?,24,?,?,?,?,?
w,31-40,ja,ledig,nein,Donnerstag,'14-17 Uhr','10 - 25 km',1000-<2000,113,42,?,?,?,?,?,?,?,?,?,?,21,50,?,?
w,51-60,nein,ledig,nein,Dienstag,'14-17 Uhr','10 - 25 km',>4500,114,?,?,?,35,?,2,12,?,?,?,?,65,?,?,?
w,>60,ja,ledig,nein,Samstag,'<10 Uhr','> 25 km',>4500,291,?,36,?,14,?,132,28,?,?,?,?,21,56,?,4
w,>60,nein,ledig,nein,Samstag,'10-12 Uhr','< 10 km',1000-<2000,113,4,?,?,26,?,12,13,?,44,?,?,14,?,?,?
w,41-50,ja,ledig,ja,Montag,'>17 Uhr','> 25 km',>4500,120,?,?,?,?,?,?,?,84,?,?,?,?,36,?,?
w,>60,ja,ledig,nein,Samstag,'<10 Uhr','10 - 25 km',1000-<2000,294,?,28,12,7,?,7,12,162,?,?,?,66,?,?,?
w,18-30,nein,ledig,ja,Donnerstag,'12-14 Uhr','< 10 km',2000-<3200,62,?,?,?,?,40,?,?,?,?,?,?,?,?,22,?
m,>60,nein,ledig,nein,Samstag,'<10 Uhr','10 - 25 km',>4500,156,15,36,?,1,?,?,77,?,17,?,?,10,?,?,?
w,>60,nein,ledig,nein,Freitag,'12-14 Uhr','10 - 25 km',1000-<2000,233,?,?,?,21,?,10,20,55,?,40,?,24,?,?,63
w,31-40,nein,Partnerschaft,nein,Montag,'<10 Uhr','10 - 25 km',1000-<2000,107,?,?,?,?,?,?,?,?,42,?,?,65,?,?,?
w,41-50,ja,Partnerschaft,nein,Mittwoch,'14-17 Uhr','< 10 km',>4500,115,?,?,?,40,36,32,?,?,?,7,?,?,?,?,?
w,>60,nein,ledig,nein,Donnerstag,'10-12 Uhr','< 10 km',2000-<3200,151,?,?,?,20,?,11,32,?,?,21,?,5,18,44,?
w,51-60,nein,ledig,ja,Donnerstag,'>17 Uhr','< 10 km',<1000,56,?,12,?,6,?,14,14,?,?,?,?,10,?,?,?
w,>60,nein,ledig,nein,Montag,'10-12 Uhr','10 - 25 km',2000-<3200,261,?,45,?,19,?,176,17,?,?,?,?,4,?,?,?
w,18-30,nein,Partnerschaft,nein,Samstag,'<10 Uhr','10 - 25 km',2000-<3200,372,28,?,?,42,?,?,?,18,88,?,?,68,?,?,128
w,>60,nein,Partnerschaft,nein,Samstag,'10-12 Uhr','10 - 25 km',<1000,95,?,?,?,30,8,10,20,?,?,?,?,27,?,?,?
w,>60,nein,ledig,nein,Samstag,'<10 Uhr','10 - 25 km',<1000,150,?,?,?,13,20,14,29,?,?,?,?,24,50,?,?
w,41-50,nein,ledig,ja,Samstag,'<10 Uhr','< 10 km',1000-<2000,489,?,?,?,?,?,?,?,333,?,14,?,?,108,?,34
w,18-30,ja,ledig,ja,Donnerstag,'<10 Uhr','< 10 km',<1000,37,?,?,?,?,?,?,?,?,32,?,?,?,?,5,?
m,>60,nein,ledig,nein,Samstag,'10-12 Uhr','< 10 km',1000-<2000,73,11,?,?,?,?,?,?,?,48,?,?,12,?,?,2
m,18-30,ja,Partnerschaft,ja,Samstag,'>17 Uhr','< 10 km',<1000,143,3,?,?,?,?,10,?,11,17,?,?,?,?,?,102
m,>60,ja,ledig,nein,Freitag,'10-12 Uhr','10 - 25 km',<1000,30,6,?,?,2,?,?,?,?,?,?,?,11,10,?,1
m,18-30,ja,Partnerschaft,nein,Samstag,'<10 Uhr','< 10 km',3200-<4500,97,?,?,?,?,?,4,?,11,?,?,?,?,?,?,82
m,>60,nein,Partnerschaft,nein,Samstag,'10-12 Uhr','< 10 km',2000-<3200,205,?,?,?,10,?,91,?,?,?,?,?,10,84,?,10
w,18-30,ja,Partnerschaft,nein,Donnerstag,'>17 Uhr','10 - 25 km',1000-<2000,348,?,90,?,?,?,?,5,13,200,?,?,40,?,?,?
w,41-50,nein,ledig,nein,Freitag,'>17 Uhr','< 10 km',3200-<4500,45,?,?,?,?,?,?,?,27,?,18,?,?,?,?,?
m,18-30,ja,ledig,nein,Samstag,'<10 Uhr','< 10 km',3200-<4500,193,7,?,?,9,56,12,?,35,66,?,?,?,?,?,8
w,31-40,nein,Partnerschaft,nein,Freitag,'>17 Uhr','10 - 25 km',1000-<2000,79,24,?,?,?,39,?,?,16,?,?,?,?,?,?,?
w,>60,nein,ledig,nein,Donnerstag,'10-12 Uhr','< 10 km',2000-<3200,124,?,?,8,14,?,2,10,?,?,?,?,34,56,?,?
m,>60,nein,ledig,nein,Samstag,'<10 Uhr','< 10 km',2000-<3200,54,7,?,?,?,?,?,?,?,30,?,?,?,?,8,9
m,18-30,nein,Partnerschaft,nein,Dienstag,'14-17 Uhr','< 10 km',1000-<2000,206,11,?,?,?,?,1,?,1,67,?,12,?,33,19,62
m,51-60,ja,ledig,nein,Samstag,'10-12 Uhr','> 25 km',1000-<2000,14,5,?,?,?,?,?,?,?,?,?,?,1,?,?,8
w,51-60,ja,ledig,ja,Samstag,'14-17 Uhr','10 - 25 km',1000-<2000,297,?,?,?,1,?,?,?,85,?,?,?,17,90,104,?
w,>60,nein,Partnerschaft,nein,Samstag,'10-12 Uhr','< 10 km',<1000,170,8,?,?,19,64,5,24,?,?,24,8,18,?,?,?
w,>60,nein,Partnerschaft,nein,Donnerstag,'<10 Uhr','< 10 km',>4500,196,?,?,?,72,?,?,4,?,?,?,?,8,?,?,112
m,18-30,nein,ledig,nein,Samstag,'10-12 Uhr','< 10 km',3200-<4500,233,10,16,?,?,40,15,?,22,72,?,?,?,?,?,58
w,>60,nein,ledig,nein,Samstag,'<10 Uhr','< 10 km',<1000,64,?,?,?,19,?,12,11,?,?,?,?,22,?,?,?
m,41-50,ja,ledig,ja,Samstag,'>17 Uhr','< 10 km',>4500,37,10,18,?,?,?,?,?,?,?,?,?,?,?,?,9
w,51-60,nein,ledig,nein,Dienstag,'12-14 Uhr','10 - 25 km',1000-<2000,296,27,?,?,6,?,7,159,?,?,30,?,11,56,?,?
m,>60,nein,ledig,nein,Samstag,'<10 Uhr','< 10 km',2000-<3200,146,11,?,?,?,?,?,?,?,?,?,?,38,18,?,79
m,18-30,nein,ledig,nein,Samstag,'12-14 Uhr','< 10 km',<1000,130,2,?,?,9,?,2,110,6,?,?,?,?,?,?,1
m,18-30,nein,ledig,nein,Samstag,'10-12 Uhr','10 - 25 km',1000-<2000,290,?,?,?,?,?,3,?,206,9,?,24,?,?,?,48
w,18-30,nein,ledig,nein,Freitag,'12-14 Uhr','< 10 km',2000-<3200,76,?,?,?,21,?,?,10,?,?,24,?,9,12,?,?
w,>60,nein,ledig,nein,Freitag,'<10 Uhr','< 10 km',<1000,115,?,?,?,31,18,6,28,?,?,?,?,32,?,?,?
w,41-50,nein,ledig,ja,Dienstag,'>17 Uhr','< 10 km',<1000,43,?,4,?,?,?,?,39,?,?,?,?,?,?,?,?
w,18-30,nein,ledig,nein,Donnerstag,'<10 Uhr','< 10 km',3200-<4500,204,?,60,?,?,?,?,?,?,?,?,?,?,?,144,?
w,41-50,nein,ledig,ja,Samstag,'12-14 Uhr','10 - 25 km',<1000,104,?,36,?,4,11,?,40,?,?,?,?,?,13,?,?
m,18-30,ja,Partnerschaft,nein,Samstag,'10-12 Uhr','10 - 25 km',2000-<3200,112,?,?,?,?,?,21,?,8,21,?,?,?,?,?,62
w,>60,nein,ledig,nein,Samstag,'<10 Uhr','10 - 25 km',1000-<2000,160,?,?,?,9,?,56,25,33,?,?,?,20,17,?,?
w,51-60,nein,ledig,nein,Dienstag,'10-12 Uhr','> 25 km',>4500,265,?,?,15,39,?,12,87,?,?,?,?,4,108,?,?
m,18-30,nein,Partnerschaft,nein,Samstag,'12-14 Uhr','< 10 km',<1000,154,33,?,?,5,?,8,?,19,10,?,?,?,72,?,7
w,18-30,nein,ledig,ja,Samstag,'>17 Uhr','10 - 25 km',3200-<4500,73,?,?,?,4,?,?,?,?,?,?,4,?,?,?,65
w,18-30,ja,ledig,ja,Donnerstag,'>17 Uhr','< 10 km',3200-<4500,27,?,?,?,16,?,?,?,?,?,?,3,?,?,8,?
m,18-30,nein,Partnerschaft,ja,Samstag,'14-17 Uhr','10 - 25 km',>4500,135,4,?,?,?,?,8,?,7,7,?,?,?,45,57,7
m,18-30,nein,Partnerschaft,nein,Samstag,'12-14 Uhr','< 10 km',2000-<3200,104,9,?,?,?,49,6,?,9,?,?,18,?,?,?,13
m,51-60,ja,ledig,ja,Samstag,'12-14 Uhr','10 - 25 km',1000-<2000,57,?,?,?,?,?,?,?,?,?,?,?,54,?,?,3
w,41-50,nein,Partnerschaft,ja,Donnerstag,'>17 Uhr','10 - 25 km',1000-<2000,134,?,42,?,?,48,?,44,?,?,?,?,?,?,?,?
m,18-30,ja,ledig,ja,Donnerstag,'12-14 Uhr','10 - 25 km',2000-<3200,164,13,?,?,?,?,15,?,106,6,?,?,?,21,?,3
m,>60,nein,ledig,nein,Samstag,'10-12 Uhr','10 - 25 km',<1000,167,9,50,?,17,?,?,20,?,?,32,?,3,30,?,6
w,18-30,nein,Partnerschaft,ja,Samstag,'14-17 Uhr','> 25 km',1000-<2000,32,?,?,?,?,?,?,32,?,?,?,?,?,?,?,?
w,41-50,ja,ledig,nein,Montag,'<10 Uhr','> 25 km',<1000,70,?,16,4,?,?,?,5,45,?,?,?,?,?,?,?
m,31-40,ja,ledig,nein,Samstag,'<10 Uhr','10 - 25 km',3200-<4500,62,8,?,27,?,?,?,?,?,?,7,?,?,?,?,20
w,>60,nein,ledig,ja,Samstag,'<10 Uhr','> 25 km',3200-<4500,207,?,60,?,22,?,43,65,?,?,?,5,12,?,?,?
w,18-30,nein,ledig,ja,Freitag,'>17 Uhr','10 - 25 km',2000-<3200,263,?,24,?,12,?,16,117,70,?,?,?,?,?,24,?
m,18-30,ja,Partnerschaft,nein,Samstag,'>17 Uhr','< 10 km',2000-<3200,137,12,24,?,48,?,12,27,7,3,?,?,?,?,?,4
w,>60,nein,ledig,ja,Donnerstag,'10-12 Uhr','> 25 km',1000-<2000,159,7,?,4,41,14,11,23,?,?,?,?,59,?,?,?
w,18-30,nein,ledig,ja,Samstag,'>17 Uhr','< 10 km',<1000,265,?,?,28,15,?,?,12,198,?,?,?,?,12,?,?
w,>60,ja,Partnerschaft,nein,Samstag,'<10 Uhr','> 25 km',2000-<3200,274,?,?,?,47,84,7,14,?,?,?,15,26,81,?,?
w,18-30,nein,ledig,ja,Donnerstag,'>17 Uhr','10 - 25 km',1000-<2000,78,?,?,?,14,?,?,?,?,?,?,?,64,?,?,?
w,>60,ja,ledig,nein,Freitag,'10-12 Uhr','> 25 km',1000-<2000,207,14,?,?,25,?,6,12,?,?,?,?,19,40,91,?
w,18-30,nein,ledig,ja,Donnerstag,'>17 Uhr','10 - 25 km',<1000,39,?,?,?,?,?,?,?,27,?,?,12,?,?,?,?
w,18-30,nein,ledig,nein,Samstag,'10-12 Uhr','< 10 km',2000-<3200,140,?,?,21,?,?,?,96,?,23,?,?,?,?,?,?
w,18-30,nein,Partnerschaft,nein,Mittwoch,'>17 Uhr','< 10 km',<1000,394,?,?,?,35,?,?,?,232,5,24,?,?,98,?,?
w,>60,nein,Partnerschaft,nein,Samstag,'10-12 Uhr','10 - 25 km',<1000,124,?,?,?,17,?,1,13,?,?,?,?,23,70,?,?
w,41-50,nein,Partnerschaft,nein,Donnerstag,'14-17 Uhr','10 - 25 km',3200-<4500,257,?,6,?,?,?,?,?,195,?,?,?,?,56,?,?
w,51-60,nein,ledig,ja,Donnerstag,'14-17 Uhr','< 10 km',1000-<2000,309,?,?,?,1,?,11,117,?,?,?,?,150,?,30,?
w,18-30,nein,ledig,nein,Freitag,'>17 Uhr','10 - 25 km',<1000,157,?,?,?,?,?,?,?,?,?,?,?,?,?,45,112
w,>60,nein,ledig,nein,Freitag,'<10 Uhr','10 - 25 km',1000-<2000,113,7,?,?,33,?,12,4,?,38,?,?,4,15,?,?
w,18-30,ja,ledig,ja,Samstag,'12-14 Uhr','10 - 25 km',1000-<2000,97,4,?,?,?,66,?,?,27,?,?,?,?,?,?,?
w,18-30,nein,Partnerschaft,ja,Montag,'<10 Uhr','< 10 km',1000-<2000,168,?,?,?,?,?,?,16,?,?,44,?,?,108,?,?
w,>60,nein,ledig,ja,Samstag,'14-17 Uhr','< 10 km',<1000,186,?,?,?,35,?,5,8,?,115,?,?,23,?,?,?
m,41-50,ja,ledig,nein,Mittwoch,'<10 Uhr','10 - 25 km',1000-<2000,90,5,?,?,?,?,?,?,?,?,?,?,84,?,?,1
w,>60,nein,ledig,nein,Samstag,'14-17 Uhr','< 10 km',3200-<4500,179,?,?,?,34,?,14,69,32,?,?,?,24,?,6,?
w,>60,ja,ledig,nein,Donnerstag,'12-14 Uhr','< 10 km',2000-<3200,387,?,?,?,25,?,2,28,?,64,?,32,134,?,102,?
m,>60,nein,Partnerschaft,nein,Samstag,'<10 Uhr','< 10 km',1000-<2000,265,9,?,?,24,?,?,112,?,99,?,?,11,?,?,10
m,31-40,nein,ledig,nein,Dienstag,'>17 Uhr','> 25 km',3200-<4500,104,12,?,?,?,9,?,?,?,70,?,?,?,?,?,13
w,>60,nein,ledig,nein,Donnerstag,'<10 Uhr','10 - 25 km',1000-<2000,420,?,?,?,28,?,2,2,80,180,?,?,38,90,?,?
m,>60,nein,ledig,nein,Montag,'10-12 Uhr','< 10 km',>4500,113,3,18,?,10,?,?,66,?,?,?,?,6,?,?,10
m,31-40,nein,Partnerschaft,ja,Samstag,'<10 Uhr','< 10 km',1000-<2000,125,12,?,14,?,?,?,?,?,?,?,?,?,60,?,39
m,18-30,nein,ledig,nein,Samstag,'>17 Uhr','< 10 km',<1000,149,14,?,?,?,?,2,?,50,29,27,?,?,6,16,5
m,18-30,ja,Partnerschaft,nein,Samstag,'14-17 Uhr','< 10 km',1000-<2000,108,6,?,?,?,2,22,?,13,9,?,?,?,54,?,2
m,18-30,nein,ledig,ja,Samstag,'<10 Uhr','< 10 km',3200-<4500,55,11,?,3,?,?,16,?,5,11,?,?,?,?,?,9
m,51-60,nein,ledig,ja,Mittwoch,'>17 Uhr','10 - 25 km',2000-<3200,42,16,?,?,?,?,?,?,?,?,?,2,?,12,?,12
m,>60,ja,ledig,nein,Samstag,'<10 Uhr','< 10 km',1000-<2000,110,10,36,?,12,40,?,?,?,?,?,?,5,?,?,7
w,41-50,ja,ledig,ja,Montag,'10-12 Uhr','> 25 km',<1000,216,?,?,?,18,?,?,8,115,?,?,?,?,27,?,48
w,18-30,nein,ledig,nein,Mittwoch,'14-17 Uhr','> 25 km',<1000,28,8,?,?,?,?,?,?,?,?,?,?,?,10,?,10
w,>60,nein,Partnerschaft,ja,Mittwoch,'<10 Uhr','< 10 km',1000-<2000,244,?,25,?,19,?,8,60,?,?,?,?,91,21,20,?
w,41-50,ja,ledig,ja,Samstag,'>17 Uhr','< 10 km',2000-<3200,347,?,?,?,?,?,?,88,?,171,?,?,?,88,?,?
m,>60,ja,ledig,nein,Samstag,'10-12 Uhr','10 - 25 km',2000-<3200,124,9,?,?,2,?,104,?,?,?,?,?,7,?,?,2
w,31-40,nein,ledig,nein,Freitag,'12-14 Uhr','10 - 25 km',1000-<2000,56,8,48,?,?,?,?,?,?,?,?,?,?,?,?,?
w,18-30,nein,ledig,nein,Samstag,'14-17 Uhr','< 10 km',<1000,195,?,?,?,?,12,133,?,?,30,20,?,?,?,?,?
m,18-30,nein,Partnerschaft,nein,Samstag,'14-17 Uhr','< 10 km',1000-<2000,322,11,?,?,?,40,12,?,8,3,?,?,108,126,?,14
w,18-30,nein,ledig,nein,Mittwoch,'>17 Uhr','< 10 km',1000-<2000,31,15,?,16,?,?,?,?,?,?,?,?,?,?,?,?
w,>60,nein,ledig,nein,Mittwoch,'<10 Uhr','10 - 25 km',3200-<4500,173,?,18,?,29,?,11,13,?,45,?,?,15,42,?,?
w,18-30,nein,ledig,nein,Samstag,'12-14 Uhr','> 25 km',3200-<4500,83,6,?,?,?,?,?,?,?,?,?,?,?,?,77,?
m,18-30,ja,ledig,ja,Donnerstag,'12-14 Uhr','< 10 km',<1000,420,10,18,3,?,?,2,?,157,12,?,?,66,140,?,12
w,18-30,nein,Partnerschaft,nein,Donnerstag,'<10 Uhr','10 - 25 km',<1000,84,?,?,?,?,?,?,?,?,?,?,?,?,84,?,?
w,>60,nein,ledig,nein,Donnerstag,'<10 Uhr','< 10 km',<1000,187,?,42,?,12,?,7,22,?,20,?,?,84,?,?,?
m,>60,nein,ledig,nein,Donnerstag,'<10 Uhr','< 10 km',<1000,233,8,?,?,2,?,?,40,100,?,?,?,81,?,?,2
m,18-30,ja,ledig,ja,Samstag,'>17 Uhr','10 - 25 km',1000-<2000,378,14,36,?,?,?,123,?,1,156,?,?,48,?,?,?
m,18-30,nein,ledig,ja,Samstag,'<10 Uhr','< 10 km',2000-<3200,225,4,30,?,7,?,50,15,7,108,?,?,?,?,?,4
w,>60,nein,Partnerschaft,nein,Donnerstag,'10-12 Uhr','< 10 km',<1000,66,4,?,?,17,?,9,10,?,?,?,?,26,?,?,?
w,18-30,ja,ledig,ja,Donnerstag,'>17 Uhr','< 10 km',1000-<2000,156,45,16,?,?,?,?,?,56,?,?,21,?,18,?,?
w,>60,nein,Partnerschaft,nein,Samstag,'<10 Uhr','< 10 km',<1000,184,?,?,?,18,?,12,1,132,?,?,?,11,10,?,?
w,18-30,nein,Partnerschaft,nein,Mittwoch,'10-12 Uhr','< 10 km',3200-<4500,222,?,?,?,72,?,?,77,?,?,?,?,?,?,63,10
m,31-40,nein,ledig,nein,Samstag,'10-12 Uhr','< 10 km',<1000,47,10,?,16,?,?,?,?,?,?,?,7,?,?,?,14
w,41-50,nein,ledig,ja,Samstag,'10-12 Uhr','10 - 25 km',2000-<3200,23,18,?,5,?,?,?,?,?,?,?,?,?,?,?,?
w,31-40,ja,Partnerschaft,nein,Dienstag,'<10 Uhr','< 10 km',<1000,21,?,?,21,?,?,?,?,?,?,?,?,?,?,?,?
m,>60,ja,ledig,nein,Samstag,'12-14 Uhr','< 10 km',1000-<2000,109,9,?,9,25,?,?,?,?,?,?,6,?,?,54,6
w,51-60,nein,Partnerschaft,nein,Donnerstag,'<10 Uhr','< 10 km',3200-<4500,253,?,?,14,44,?,4,26,?,136,?,?,1,28,?,?
w,>60,nein,ledig,nein,Dienstag,'<10 Uhr','> 25 km',1000-<2000,172,35,?,?,18,?,9,80,?,?,?,?,8,?,?,22
w,>60,nein,Partnerschaft,nein,Dienstag,'10-12 Uhr','10 - 25 km',1000-<2000,191,?,?,?,25,21,12,33,72,?,?,?,16,12,?,?
m,18-30,nein,ledig,nein,Samstag,'14-17 Uhr','< 10 km',1000-<2000,131,8,?,?,10,?,?,?,3,2,?,?,?,?,?,108
w,>60,nein,ledig,nein,Freitag,'<10 Uhr','10 - 25 km',3200-<4500,130,?,?,5,14,?,10,54,?,?,?,?,7,40,?,?
w,18-30,nein,ledig,nein,Samstag,'>17 Uhr','< 10 km',<1000,351,?,?,?,2,72,?,?,?,207,8,?,?,35,?,27
m,41-50,nein,ledig,nein,Montag,'14-17 Uhr','10 - 25 km',<1000,141,10,21,?,?,?,60,?,?,45,?,?,?,?,?,5
w,>60,ja,Partnerschaft,nein,Samstag,'<10 Uhr','< 10 km',2000-<3200,291,?,?,?,21,?,8,14,?,168,?,16,19,45,?,?
m,18-30,nein,Partnerschaft,ja,Samstag,'14-17 Uhr','10 - 25 km',1000-<2000,426,61,?,18,15,72,3,44,35,9,25,18,?,?,120,6
w,>60,ja,Partnerschaft,nein,Dienstag,'<10 Uhr','< 10 km',3200-<4500,705,?,72,?,13,?,9,26,288,?,?,?,105,80,112,?
w,18-30,ja,Partnerschaft,ja,Freitag,'>17 Uhr','< 10 km',1000-<2000,353,?,?,35,?,5,?,?,161,152,?,?,?,?,?,?
w,41-50,nein,Partnerschaft,nein,Samstag,'<10 Uhr','> 25 km',<1000,102,?,?,?,72,?,?,30,?,?,?,?,?,?,?,?
m,18-30,nein,ledig,nein,Samstag,'<10 Uhr','< 10 km',1000-<2000,112,6,20,?,20,?,21,?,18,14,?,?,?,?,?,13
m,18-30,nein,ledig,nein,Samstag,'>17 Uhr','10 - 25 km',1000-<2000,179,3,?,?,?,?,2,?,118,12,?,6,35,?,?,3
w,18-30,ja,Partnerschaft,nein,Samstag,'>17 Uhr','10 - 25 km',1000-<2000,27,?,?,?,?,?,?,?,27,?,?,?,?,?,?,?
m,18-30,ja,Partnerschaft,ja,Samstag,'14-17 Uhr','< 10 km',3200-<4500,316,9,?,?,9,?,45,?,86,14,?,10,98,36,?,9
w,18-30,ja,ledig,nein,Donnerstag,'12-14 Uhr','< 10 km',2000-<3200,81,?,?,?,?,?,?,?,?,24,?,?,42,15,?,?
w,>60,nein,ledig,ja,Donnerstag,'<10 Uhr','< 10 km',1000-<2000,283,?,?,?,61,?,2,84,68,13,?,?,20,35,?,?
m,18-30,nein,Partnerschaft,ja,Dienstag,'<10 Uhr','< 10 km',>4500,68,5,?,9,?,?,3,?,6,3,?,?,?,35,?,7
w,41-50,nein,ledig,ja,Samstag,'>17 Uhr','< 10 km',1000-<2000,153,?,5,?,?,?,?,18,130,?,?,?,?,?,?,?
m,41-50,nein,ledig,nein,Samstag,'14-17 Uhr','10 - 25 km',<1000,59,30,6,?,18,?,?,1,?,?,?,?,?,?,?,4
w,31-40,nein,Partnerschaft,nein,Samstag,'<10 Uhr','10 - 25 km',<1000,227,?,36,?,?,12,?,84,57,26,?,?,?,12,?,?
w,41-50,nein,Partnerschaft,nein,Samstag,'>17 Uhr','< 10 km',<1000,80,?,?,?,?,?,?,?,?,32,48,?,?,?,?,?
m,41-50,ja,ledig,nein,Samstag,'>17 Uhr','10 - 25 km',3200-<4500,273,5,?,?,40,?,?,?,147,?,?,28,?,48,?,5
m,41-50,ja,ledig,ja,Samstag,'12-14 Uhr','< 10 km',<1000,7,7,?,?,?,?,?,?,?,?,?,?,?,?,?,?
m,>60,nein,ledig,ja,Samstag,'<10 Uhr','10 - 25 km',1000-<2000,166,11,?,?,31,?,?,?,?,?,15,?,97,?,?,12
w,18-30,ja,Partnerschaft,ja,Freitag,'10-12 Uhr','< 10 km',3200-<4500,72,?,18,?,?,?,?,?,?,?,?,?,?,54,?,?
w,41-50,nein,ledig,ja,Samstag,'14-17 Uhr','< 10 km',1000-<2000,329,27,?,15,?,9,?,?,?,?,?,?,98,144,?,36
